Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
967	10759	5482	191
968	6047	11324	760
969	10877	335	5609
970	99	5384	10665
971	35	5324	10605
972	5592	309	10871
973	10832	272	5555
974	956	11526	6243
975	490	5783	11068
976	5786	11067	501
977	284	10858	5573
978	5513	226	10798
979	11070	5783	498
980	5948	11229	661
981	936	6225	11503
982	5785	502	11064
983	11505	6224	939
984	11248	5968	682
985	11430	864	6149
986	5924	11207	637
987	1008	6295	11575
988	6164	886	11439
989	10569	5294	16
990	10712	5434	145
991	10946	5669	386
992	252	10813	5535
993	215	10776	5498
994	10762	203	5484
995	6152	11428	867
996	11330	6053	770
997	5788	11064	505
998	5507	226	10785
999	6246	963	11523

